p_height,p_length,p_width
0,0.109,0.091
0,0.109,0.109
0,0.109,0.127
0,0.109,0.145
0,0.109,0.164
0,0.109,0.182
0,0.109,0.2
0,0.109,0.218
0,0.109,0.236
0,0.109,0.255
0,0.109,0.273
0,0.109,0.291
0,0.109,0.309
0,0.109,0.327
0,0.109,0.345
0,0.109,0.364
0,0.109,0.382
0,0.109,0.4
0,0.109,0.418
0,0.109,0.436
0,0.109,0.455
0,0.109,0.473
0,0.109,0.491
0,0.109,0.509
0,0.109,0.527
0,0.109,0.545
0,0.109,0.564
0,0.109,0.582
0,0.109,0.6
0,0.109,0.618
0,0.109,0.636
0,0.109,0.655
0,0.109,0.673
0,0.109,0.691
0,0.109,0.709
0,0.109,0.727
0,0.109,0.745
0,0.109,0.764
0,0.109,0.782
0,0.109,0.8
0,0.109,0.818
0,0.109,0.836
0,0.109,0.855
0,0.109,0.873
0,0.109,0.891
0,0.109,0.909
0,0.109,0.927
0,0.109,0.945
0,0.109,0.964
0,0.109,0.982
1,0.127,0
1,0.127,0.018
0,0.127,0.036
0,0.127,0.055
0,0.127,0.073
0,0.127,0.091
0,0.127,0.109
0,0.127,0.127
0,0.127,0.145
0,0.127,0.164
1,0.127,0.182
0,0.127,0.2
0,0.127,0.218
0,0.127,0.236
0,0.127,0.255
0,0.127,0.273
0,0.127,0.291
0,0.127,0.309
0,0.127,0.327
0,0.127,0.345
0,0.127,0.364
0,0.127,0.382
0,0.127,0.4
0,0.127,0.418
0,0.127,0.436
0,0.127,0.455
0,0.127,0.473
0,0.127,0.491
0,0.127,0.509
0,0.127,0.527
0,0.127,0.545
0,0.127,0.564
0,0.127,0.582
0,0.127,0.6
0,0.127,0.618
0,0.127,0.636
0,0.127,0.655
0,0.127,0.673
0,0.127,0.691
0,0.127,0.709
0,0.127,0.727
0,0.127,0.745
0,0.127,0.764
0,0.127,0.782
0,0.127,0.8
0,0.127,0.818
0,0.127,0.836
0,0.127,0.855
0,0.127,0.873
0,0.127,0.891
0,0.127,0.909
0,0.127,0.927
0,0.127,0.945
0,0.127,0.964
0,0.127,0.982
1,0.145,0
1,0.145,0.018
1,0.145,0.036
1,0.145,0.055
1,0.145,0.073
1,0.145,0.091
1,0.145,0.109
0,0.145,0.127
1,0.145,0.145
0,0.145,0.164
0,0.145,0.182
0,0.145,0.2
0,0.145,0.218
0,0.145,0.236
0,0.145,0.255
0,0.145,0.273
0,0.145,0.291
0,0.145,0.309
0,0.145,0.327
0,0.145,0.345
0,0.145,0.364
0,0.145,0.382
0,0.145,0.4
0,0.145,0.418
0,0.145,0.436
0,0.145,0.455
0,0.145,0.473
0,0.145,0.491
0,0.145,0.509
0,0.145,0.527
0,0.145,0.545
0,0.145,0.564
0,0.145,0.582
0,0.145,0.6
0,0.145,0.618
0,0.145,0.636
0,0.145,0.655
0,0.145,0.673
0,0.145,0.691
0,0.145,0.709
0,0.145,0.727
0,0.145,0.745
0,0.145,0.764
0,0.145,0.782
0,0.145,0.8
0,0.145,0.818
0,0.145,0.836
0,0.145,0.855
0,0.145,0.873
0,0.145,0.891
0,0.145,0.909
0,0.145,0.927
0,0.145,0.945
0,0.145,0.964
0,0.145,0.982
1,0.164,0
1,0.164,0.018
1,0.164,0.036
1,0.164,0.055
1,0.164,0.073
0,0.164,0.091
0,0.164,0.109
0,0.164,0.127
1,0.164,0.145
1,0.164,0.164
0,0.164,0.182
0,0.164,0.2
0,0.164,0.218
0,0.164,0.236
0,0.164,0.255
0,0.164,0.273
0,0.164,0.291
0,0.164,0.309
0,0.164,0.327
0,0.164,0.345
0,0.164,0.364
0,0.164,0.382
0,0.164,0.4
0,0.164,0.418
0,0.164,0.436
0,0.164,0.455
0,0.164,0.473
0,0.164,0.491
0,0.164,0.509
0,0.164,0.527
0,0.164,0.545
0,0.164,0.564
0,0.164,0.582
0,0.164,0.6
0,0.164,0.618
0,0.164,0.636
0,0.164,0.655
0,0.164,0.673
0,0.164,0.691
0,0.164,0.709
0,0.164,0.727
0,0.164,0.745
0,0.164,0.764
0,0.164,0.782
0,0.164,0.8
0,0.164,0.818
0,0.164,0.836
0,0.164,0.855
0,0.164,0.873
0,0.164,0.891
0,0.164,0.909
0,0.164,0.927
0,0.164,0.945
0,0.164,0.964
0,0.164,0.982
1,0.182,0
1,0.182,0.018
1,0.182,0.036
1,0.182,0.055
1,0.182,0.073
1,0.182,0.091
1,0.182,0.109
1,0.182,0.127
1,0.182,0.145
1,0.182,0.164
0,0.182,0.182
0,0.182,0.2
0,0.182,0.218
0,0.182,0.236
0,0.182,0.255
0,0.182,0.273
0,0.182,0.291
0,0.182,0.309
0,0.182,0.327
0,0.182,0.345
0,0.182,0.364
0,0.182,0.382
0,0.182,0.4
0,0.182,0.418
0,0.182,0.436
0,0.182,0.455
0,0.182,0.473
0,0.182,0.491
0,0.182,0.509
0,0.182,0.527
0,0.182,0.545
0,0.182,0.564
0,0.182,0.582
0,0.182,0.6
0,0.182,0.618
0,0.182,0.636
0,0.182,0.655
0,0.182,0.673
0,0.182,0.691
0,0.182,0.709
0,0.182,0.727
0,0.182,0.745
0,0.182,0.764
0,0.182,0.782
0,0.182,0.8
0,0.182,0.818
0,0.182,0.836
0,0.182,0.855
0,0.182,0.873
0,0.182,0.891
0,0.182,0.909
0,0.182,0.927
0,0.182,0.945
0,0.182,0.964
0,0.182,0.982
1,0.2,0
1,0.2,0.018
1,0.2,0.036
1,0.2,0.055
1,0.2,0.073
1,0.2,0.091
1,0.2,0.109
1,0.2,0.127
1,0.2,0.145
1,0.2,0.164
1,0.2,0.182
0,0.2,0.2
0,0.2,0.218
0,0.2,0.236
0,0.2,0.255
0,0.2,0.273
0,0.2,0.291
0,0.2,0.309
0,0.2,0.327
0,0.2,0.345
0,0.2,0.364
0,0.2,0.382
0,0.2,0.4
0,0.2,0.418
0,0.2,0.436
0,0.2,0.455
0,0.2,0.473
0,0.2,0.491
0,0.2,0.509
0,0.2,0.527
0,0.2,0.545
0,0.2,0.564
0,0.2,0.582
0,0.2,0.6
0,0.2,0.618
0,0.2,0.636
0,0.2,0.655
0,0.2,0.673
0,0.2,0.691
0,0.2,0.709
0,0.2,0.727
0,0.2,0.745
0,0.2,0.764
0,0.2,0.782
0,0.2,0.8
0,0.2,0.818
0,0.2,0.836
0,0.2,0.855
0,0.2,0.873
0,0.2,0.891
0,0.2,0.909
0,0.2,0.927
0,0.2,0.945
0,0.2,0.964
0,0.2,0.982
0,0.218,0
0,0.218,0.018
0,0.218,0.036
0,0.218,0.055
1,0.218,0.073
0,0.218,0.091
0,0.218,0.109
0,0.218,0.127
1,0.218,0.145
1,0.218,0.164
1,0.218,0.182
1,0.218,0.2
0,0.218,0.218
0,0.218,0.236
0,0.218,0.255
0,0.218,0.273
0,0.218,0.291
0,0.218,0.309
0,0.218,0.327
0,0.218,0.345
0,0.218,0.364
0,0.218,0.382
0,0.218,0.4
0,0.218,0.418
0,0.218,0.436
0,0.218,0.455
0,0.218,0.473
0,0.218,0.491
0,0.218,0.509
0,0.218,0.527
0,0.218,0.545
0,0.218,0.564
0,0.218,0.582
0,0.218,0.6
0,0.218,0.618
0,0.218,0.636
0,0.218,0.655
0,0.218,0.673
0,0.218,0.691
0,0.218,0.709
0,0.218,0.727
0,0.218,0.745
0,0.218,0.764
0,0.218,0.782
0,0.218,0.8
0,0.218,0.818
0,0.218,0.836
0,0.218,0.855
0,0.218,0.873
0,0.218,0.891
0,0.218,0.909
0,0.218,0.927
0,0.218,0.945
0,0.218,0.964
0,0.218,0.982
0,0.236,0
0,0.236,0.018
0,0.236,0.036
0,0.236,0.055
0,0.236,0.073
0,0.236,0.091
0,0.236,0.109
1,0.236,0.127
1,0.236,0.145
1,0.236,0.164
1,0.236,0.182
1,0.236,0.2
0,0.236,0.218
0,0.236,0.236
0,0.236,0.255
0,0.236,0.273
0,0.236,0.291
0,0.236,0.309
0,0.236,0.327
0,0.236,0.345
0,0.236,0.364
0,0.236,0.382
0,0.236,0.4
0,0.236,0.418
0,0.236,0.436
0,0.236,0.455
0,0.236,0.473
0,0.236,0.491
0,0.236,0.509
0,0.236,0.527
0,0.236,0.545
0,0.236,0.564
0,0.236,0.582
0,0.236,0.6
0,0.236,0.618
0,0.236,0.636
0,0.236,0.655
0,0.236,0.673
0,0.236,0.691
0,0.236,0.709
0,0.236,0.727
0,0.236,0.745
0,0.236,0.764
0,0.236,0.782
0,0.236,0.8
0,0.236,0.818
0,0.236,0.836
0,0.236,0.855
0,0.236,0.873
0,0.236,0.891
0,0.236,0.909
0,0.236,0.927
0,0.236,0.945
0,0.236,0.964
0,0.236,0.982
0,0.255,0
0,0.255,0.018
0,0.255,0.036
1,0.255,0.055
1,0.255,0.073
1,0.255,0.091
1,0.255,0.109
1,0.255,0.127
1,0.255,0.145
1,0.255,0.164
1,0.255,0.182
0,0.255,0.2
0,0.255,0.218
0,0.255,0.236
0,0.255,0.255
0,0.255,0.273
0,0.255,0.291
0,0.255,0.309
0,0.255,0.327
0,0.255,0.345
0,0.255,0.364
0,0.255,0.382
0,0.255,0.4
0,0.255,0.418
0,0.255,0.436
0,0.255,0.455
0,0.255,0.473
0,0.255,0.491
0,0.255,0.509
0,0.255,0.527
0,0.255,0.545
0,0.255,0.564
0,0.255,0.582
0,0.255,0.6
0,0.255,0.618
0,0.255,0.636
0,0.255,0.655
0,0.255,0.673
0,0.255,0.691
0,0.255,0.709
0,0.255,0.727
0,0.255,0.745
0,0.255,0.764
0,0.255,0.782
0,0.255,0.8
0,0.255,0.818
0,0.255,0.836
0,0.255,0.855
0,0.255,0.873
0,0.255,0.891
0,0.255,0.909
0,0.255,0.927
0,0.255,0.945
0,0.255,0.964
0,0.255,0.982
0,0.273,0
0,0.273,0.018
0,0.273,0.036
1,0.273,0.055
1,0.273,0.073
1,0.273,0.091
1,0.273,0.109
1,0.273,0.127
1,0.273,0.145
1,0.273,0.164
1,0.273,0.182
0,0.273,0.2
0,0.273,0.218
0,0.273,0.236
0,0.273,0.255
0,0.273,0.273
0,0.273,0.291
0,0.273,0.309
0,0.273,0.327
0,0.273,0.345
0,0.273,0.364
0,0.273,0.382
0,0.273,0.4
0,0.273,0.418
0,0.273,0.436
0,0.273,0.455
0,0.273,0.473
0,0.273,0.491
0,0.273,0.509
0,0.273,0.527
0,0.273,0.545
0,0.273,0.564
0,0.273,0.582
0,0.273,0.6
0,0.273,0.618
0,0.273,0.636
0,0.273,0.655
0,0.273,0.673
0,0.273,0.691
0,0.273,0.709
0,0.273,0.727
0,0.273,0.745
0,0.273,0.764
0,0.273,0.782
0,0.273,0.8
0,0.273,0.818
0,0.273,0.836
0,0.273,0.855
0,0.273,0.873
0,0.273,0.891
0,0.273,0.909
0,0.273,0.927
0,0.273,0.945
0,0.273,0.964
0,0.273,0.982
0,0.291,0
0,0.291,0.018
0,0.291,0.036
1,0.291,0.055
0,0.291,0.073
1,0.291,0.091
1,0.291,0.109
1,0.291,0.127
1,0.291,0.145
1,0.291,0.164
0,0.291,0.182
0,0.291,0.2
0,0.291,0.218
0,0.291,0.236
0,0.291,0.255
0,0.291,0.273
0,0.291,0.291
0,0.291,0.309
0,0.291,0.327
0,0.291,0.345
0,0.291,0.364
0,0.291,0.382
0,0.291,0.4
0,0.291,0.418
0,0.291,0.436
0,0.291,0.455
0,0.291,0.473
0,0.291,0.491
0,0.291,0.509
0,0.291,0.527
0,0.291,0.545
0,0.291,0.564
0,0.291,0.582
0,0.291,0.6
0,0.291,0.618
0,0.291,0.636
0,0.291,0.655
0,0.291,0.673
0,0.291,0.691
0,0.291,0.709
0,0.291,0.727
0,0.291,0.745
0,0.291,0.764
0,0.291,0.782
0,0.291,0.8
0,0.291,0.818
0,0.291,0.836
0,0.291,0.855
0,0.291,0.873
0,0.291,0.891
0,0.291,0.909
0,0.291,0.927
0,0.291,0.945
0,0.291,0.964
0,0.291,0.982
0,0.309,0
0,0.309,0.018
0,0.309,0.036
0,0.309,0.055
0,0.309,0.073
0,0.309,0.091
1,0.309,0.109
1,0.309,0.127
1,0.309,0.145
1,0.309,0.164
1,0.309,0.182
1,0.309,0.2
0,0.309,0.218
1,0.309,0.236
1,0.309,0.255
0,0.309,0.273
0,0.309,0.291
0,0.309,0.309
0,0.309,0.327
0,0.309,0.345
0,0.309,0.364
0,0.309,0.382
0,0.309,0.4
0,0.309,0.418
0,0.309,0.436
0,0.309,0.455
0,0.309,0.473
0,0.309,0.491
0,0.309,0.509
0,0.309,0.527
0,0.309,0.545
0,0.309,0.564
0,0.309,0.582
0,0.309,0.6
0,0.309,0.618
0,0.309,0.636
0,0.309,0.655
0,0.309,0.673
0,0.309,0.691
0,0.309,0.709
0,0.309,0.727
0,0.309,0.745
0,0.309,0.764
0,0.309,0.782
0,0.309,0.8
0,0.309,0.818
0,0.309,0.836
0,0.309,0.855
0,0.309,0.873
0,0.309,0.891
0,0.309,0.909
0,0.309,0.927
0,0.309,0.945
0,0.309,0.964
0,0.309,0.982
0,0.327,0
0,0.327,0.018
0,0.327,0.036
0,0.327,0.055
0,0.327,0.073
1,0.327,0.091
1,0.327,0.109
1,0.327,0.127
1,0.327,0.145
1,0.327,0.164
1,0.327,0.182
1,0.327,0.2
1,0.327,0.218
1,0.327,0.236
0,0.327,0.255
0,0.327,0.273
0,0.327,0.291
0,0.327,0.309
0,0.327,0.327
0,0.327,0.345
0,0.327,0.364
0,0.327,0.382
0,0.327,0.4
0,0.327,0.418
0,0.327,0.436
0,0.327,0.455
0,0.327,0.473
0,0.327,0.491
0,0.327,0.509
0,0.327,0.527
0,0.327,0.545
0,0.327,0.564
0,0.327,0.582
0,0.327,0.6
0,0.327,0.618
0,0.327,0.636
0,0.327,0.655
0,0.327,0.673
0,0.327,0.691
0,0.327,0.709
0,0.327,0.727
0,0.327,0.745
0,0.327,0.764
0,0.327,0.782
0,0.327,0.8
0,0.327,0.818
0,0.327,0.836
0,0.327,0.855
0,0.327,0.873
0,0.327,0.891
0,0.327,0.909
0,0.327,0.927
0,0.327,0.945
0,0.327,0.964
0,0.327,0.982
0,0.345,0
0,0.345,0.018
0,0.345,0.036
0,0.345,0.055
0,0.345,0.073
0,0.345,0.091
0,0.345,0.109
0,0.345,0.127
0,0.345,0.145
1,0.345,0.164
1,0.345,0.182
1,0.345,0.2
1,0.345,0.218
1,0.345,0.236
1,0.345,0.255
1,0.345,0.273
1,0.345,0.291
1,0.345,0.309
1,0.345,0.327
0,0.345,0.345
0,0.345,0.364
0,0.345,0.382
0,0.345,0.4
0,0.345,0.418
0,0.345,0.436
0,0.345,0.455
0,0.345,0.473
0,0.345,0.491
0,0.345,0.509
0,0.345,0.527
0,0.345,0.545
0,0.345,0.564
0,0.345,0.582
0,0.345,0.6
0,0.345,0.618
0,0.345,0.636
0,0.345,0.655
0,0.345,0.673
0,0.345,0.691
0,0.345,0.709
0,0.345,0.727
0,0.345,0.745
0,0.345,0.764
0,0.345,0.782
0,0.345,0.8
0,0.345,0.818
0,0.345,0.836
0,0.345,0.855
0,0.345,0.873
0,0.345,0.891
0,0.345,0.909
0,0.345,0.927
0,0.345,0.945
0,0.345,0.964
0,0.345,0.982
0,0.364,0
0,0.364,0.018
0,0.364,0.036
0,0.364,0.055
1,0.364,0.073
1,0.364,0.091
1,0.364,0.109
1,0.364,0.127
1,0.364,0.145
1,0.364,0.164
1,0.364,0.182
1,0.364,0.2
1,0.364,0.218
1,0.364,0.236
1,0.364,0.255
1,0.364,0.273
1,0.364,0.291
1,0.364,0.309
1,0.364,0.327
1,0.364,0.345
1,0.364,0.364
1,0.364,0.382
0,0.364,0.4
0,0.364,0.418
0,0.364,0.436
0,0.364,0.455
0,0.364,0.473
0,0.364,0.491
0,0.364,0.509
0,0.364,0.527
0,0.364,0.545
0,0.364,0.564
0,0.364,0.582
0,0.364,0.6
0,0.364,0.618
0,0.364,0.636
0,0.364,0.655
0,0.364,0.673
0,0.364,0.691
0,0.364,0.709
0,0.364,0.727
0,0.364,0.745
0,0.364,0.764
0,0.364,0.782
0,0.364,0.8
0,0.364,0.818
0,0.364,0.836
0,0.364,0.855
0,0.364,0.873
0,0.364,0.891
0,0.364,0.909
0,0.364,0.927
0,0.364,0.945
0,0.364,0.964
0,0.364,0.982
1,0.382,0
1,0.382,0.018
1,0.382,0.036
0,0.382,0.055
1,0.382,0.073
1,0.382,0.091
0,0.382,0.109
1,0.382,0.127
1,0.382,0.145
1,0.382,0.164
1,0.382,0.182
1,0.382,0.2
1,0.382,0.218
1,0.382,0.236
1,0.382,0.255
1,0.382,0.273
1,0.382,0.291
1,0.382,0.309
0,0.382,0.327
1,0.382,0.345
1,0.382,0.364
0,0.382,0.382
0,0.382,0.4
0,0.382,0.418
0,0.382,0.436
0,0.382,0.455
0,0.382,0.473
0,0.382,0.491
0,0.382,0.509
0,0.382,0.527
0,0.382,0.545
0,0.382,0.564
0,0.382,0.582
0,0.382,0.6
0,0.382,0.618
0,0.382,0.636
0,0.382,0.655
0,0.382,0.673
0,0.382,0.691
0,0.382,0.709
0,0.382,0.727
0,0.382,0.745
0,0.382,0.764
0,0.382,0.782
0,0.382,0.8
0,0.382,0.818
0,0.382,0.836
0,0.382,0.855
0,0.382,0.873
0,0.382,0.891
0,0.382,0.909
0,0.382,0.927
0,0.382,0.945
0,0.382,0.964
0,0.382,0.982
1,0.4,0
1,0.4,0.018
1,0.4,0.036
1,0.4,0.055
1,0.4,0.073
1,0.4,0.091
1,0.4,0.109
1,0.4,0.127
1,0.4,0.145
1,0.4,0.164
1,0.4,0.182
1,0.4,0.2
1,0.4,0.218
1,0.4,0.236
1,0.4,0.255
1,0.4,0.273
1,0.4,0.291
1,0.4,0.309
1,0.4,0.327
1,0.4,0.345
0,0.4,0.364
0,0.4,0.382
0,0.4,0.4
0,0.4,0.418
0,0.4,0.436
0,0.4,0.455
0,0.4,0.473
0,0.4,0.491
0,0.4,0.509
0,0.4,0.527
0,0.4,0.545
0,0.4,0.564
0,0.4,0.582
0,0.4,0.6
0,0.4,0.618
0,0.4,0.636
0,0.4,0.655
0,0.4,0.673
0,0.4,0.691
0,0.4,0.709
0,0.4,0.727
0,0.4,0.745
0,0.4,0.764
0,0.4,0.782
0,0.4,0.8
0,0.4,0.818
0,0.4,0.836
0,0.4,0.855
0,0.4,0.873
0,0.4,0.891
0,0.4,0.909
0,0.4,0.927
0,0.4,0.945
0,0.4,0.964
0,0.4,0.982
1,0.418,0
1,0.418,0.018
1,0.418,0.036
1,0.418,0.055
1,0.418,0.073
1,0.418,0.091
1,0.418,0.109
1,0.418,0.127
1,0.418,0.145
1,0.418,0.164
1,0.418,0.182
1,0.418,0.2
1,0.418,0.218
1,0.418,0.236
1,0.418,0.255
1,0.418,0.273
1,0.418,0.291
1,0.418,0.309
0,0.418,0.327
0,0.418,0.345
0,0.418,0.364
0,0.418,0.382
0,0.418,0.4
0,0.418,0.418
0,0.418,0.436
0,0.418,0.455
0,0.418,0.473
0,0.418,0.491
0,0.418,0.509
0,0.418,0.527
0,0.418,0.545
0,0.418,0.564
0,0.418,0.582
0,0.418,0.6
0,0.418,0.618
0,0.418,0.636
0,0.418,0.655
0,0.418,0.673
0,0.418,0.691
0,0.418,0.709
0,0.418,0.727
0,0.418,0.745
0,0.418,0.764
0,0.418,0.782
0,0.418,0.8
0,0.418,0.818
0,0.418,0.836
0,0.418,0.855
0,0.418,0.873
0,0.418,0.891
0,0.418,0.909
0,0.418,0.927
0,0.418,0.945
0,0.418,0.964
0,0.418,0.982
1,0.436,0
1,0.436,0.018
1,0.436,0.036
0,0.436,0.055
0,0.436,0.073
0,0.436,0.091
1,0.436,0.109
0,0.436,0.127
1,0.436,0.145
1,0.436,0.164
0,0.436,0.182
1,0.436,0.2
1,0.436,0.218
0,0.436,0.236
0,0.436,0.255
0,0.436,0.273
0,0.436,0.291
0,0.436,0.309
0,0.436,0.327
0,0.436,0.345
0,0.436,0.364
0,0.436,0.382
0,0.436,0.4
0,0.436,0.418
0,0.436,0.436
0,0.436,0.455
0,0.436,0.473
0,0.436,0.491
0,0.436,0.509
0,0.436,0.527
0,0.436,0.545
0,0.436,0.564
0,0.436,0.582
0,0.436,0.6
0,0.436,0.618
0,0.436,0.636
0,0.436,0.655
0,0.436,0.673
0,0.436,0.691
0,0.436,0.709
0,0.436,0.727
0,0.436,0.745
0,0.436,0.764
0,0.436,0.782
0,0.436,0.8
0,0.436,0.818
0,0.436,0.836
0,0.436,0.855
0,0.436,0.873
0,0.436,0.891
0,0.436,0.909
0,0.436,0.927
0,0.436,0.945
0,0.436,0.964
0,0.436,0.982
1,0.455,0
1,0.455,0.018
1,0.455,0.036
1,0.455,0.055
0,0.455,0.073
0,0.455,0.091
0,0.455,0.109
0,0.455,0.127
0,0.455,0.145
0,0.455,0.164
0,0.455,0.182
0,0.455,0.2
0,0.455,0.218
0,0.455,0.236
0,0.455,0.255
0,0.455,0.273
0,0.455,0.291
0,0.455,0.309
0,0.455,0.327
0,0.455,0.345
0,0.455,0.364
0,0.455,0.382
0,0.455,0.4
0,0.455,0.418
0,0.455,0.436
0,0.455,0.455
0,0.455,0.473
0,0.455,0.491
0,0.455,0.509
0,0.455,0.527
0,0.455,0.545
0,0.455,0.564
0,0.455,0.582
0,0.455,0.6
0,0.455,0.618
0,0.455,0.636
0,0.455,0.655
