p_height,p_length,p_width
0,0.455,0.673
0,0.455,0.691
0,0.455,0.709
0,0.455,0.727
0,0.455,0.745
0,0.455,0.764
0,0.455,0.782
0,0.455,0.8
0,0.455,0.818
0,0.455,0.836
0,0.455,0.855
0,0.455,0.873
0,0.455,0.891
0,0.455,0.909
0,0.455,0.927
0,0.455,0.945
0,0.455,0.964
0,0.455,0.982
1,0.473,0
1,0.473,0.018
1,0.473,0.036
1,0.473,0.055
0,0.473,0.073
0,0.473,0.091
0,0.473,0.109
0,0.473,0.127
0,0.473,0.145
0,0.473,0.164
0,0.473,0.182
0,0.473,0.2
0,0.473,0.218
0,0.473,0.236
0,0.473,0.255
0,0.473,0.273
0,0.473,0.291
0,0.473,0.309
0,0.473,0.327
0,0.473,0.345
0,0.473,0.364
0,0.473,0.382
0,0.473,0.4
0,0.473,0.418
0,0.473,0.436
0,0.473,0.455
0,0.473,0.473
0,0.473,0.491
0,0.473,0.509
0,0.473,0.527
0,0.473,0.545
0,0.473,0.564
0,0.473,0.582
0,0.473,0.6
0,0.473,0.618
0,0.473,0.636
0,0.473,0.655
0,0.473,0.673
0,0.473,0.691
0,0.473,0.709
0,0.473,0.727
0,0.473,0.745
0,0.473,0.764
0,0.473,0.782
0,0.473,0.8
0,0.473,0.818
0,0.473,0.836
0,0.473,0.855
0,0.473,0.873
0,0.473,0.891
0,0.473,0.909
0,0.473,0.927
0,0.473,0.945
0,0.473,0.964
0,0.473,0.982
1,0.491,0
1,0.491,0.018
1,0.491,0.036
1,0.491,0.055
0,0.491,0.073
0,0.491,0.091
0,0.491,0.109
0,0.491,0.127
0,0.491,0.145
0,0.491,0.164
0,0.491,0.182
0,0.491,0.2
0,0.491,0.218
0,0.491,0.236
0,0.491,0.255
0,0.491,0.273
0,0.491,0.291
0,0.491,0.309
0,0.491,0.327
0,0.491,0.345
0,0.491,0.364
0,0.491,0.382
0,0.491,0.4
0,0.491,0.418
0,0.491,0.436
0,0.491,0.455
0,0.491,0.473
0,0.491,0.491
0,0.491,0.509
0,0.491,0.527
0,0.491,0.545
0,0.491,0.564
0,0.491,0.582
0,0.491,0.6
0,0.491,0.618
0,0.491,0.636
0,0.491,0.655
0,0.491,0.673
0,0.491,0.691
0,0.491,0.709
0,0.491,0.727
0,0.491,0.745
0,0.491,0.764
0,0.491,0.782
0,0.491,0.8
0,0.491,0.818
0,0.491,0.836
0,0.491,0.855
0,0.491,0.873
0,0.491,0.891
0,0.491,0.909
0,0.491,0.927
0,0.491,0.945
0,0.491,0.964
0,0.491,0.982
1,0.509,0
1,0.509,0.018
0,0.509,0.036
0,0.509,0.055
0,0.509,0.073
0,0.509,0.091
0,0.509,0.109
0,0.509,0.127
0,0.509,0.145
0,0.509,0.164
0,0.509,0.182
0,0.509,0.2
0,0.509,0.218
0,0.509,0.236
0,0.509,0.255
0,0.509,0.273
0,0.509,0.291
0,0.509,0.309
0,0.509,0.327
0,0.509,0.345
0,0.509,0.364
0,0.509,0.382
0,0.509,0.4
0,0.509,0.418
0,0.509,0.436
0,0.509,0.455
0,0.509,0.473
0,0.509,0.491
0,0.509,0.509
0,0.509,0.527
0,0.509,0.545
0,0.509,0.564
0,0.509,0.582
0,0.509,0.6
0,0.509,0.618
0,0.509,0.636
0,0.509,0.655
0,0.509,0.673
0,0.509,0.691
0,0.509,0.709
0,0.509,0.727
0,0.509,0.745
0,0.509,0.764
0,0.509,0.782
0,0.509,0.8
0,0.509,0.818
0,0.509,0.836
0,0.509,0.855
0,0.509,0.873
0,0.509,0.891
0,0.509,0.909
0,0.509,0.927
0,0.509,0.945
0,0.509,0.964
0,0.509,0.982
1,0.527,0
0,0.527,0.018
0,0.527,0.036
0,0.527,0.055
0,0.527,0.073
0,0.527,0.091
0,0.527,0.109
0,0.527,0.127
0,0.527,0.145
0,0.527,0.164
0,0.527,0.182
0,0.527,0.2
0,0.527,0.218
0,0.527,0.236
0,0.527,0.255
0,0.527,0.273
0,0.527,0.291
0,0.527,0.309
0,0.527,0.327
0,0.527,0.345
0,0.527,0.364
0,0.527,0.382
0,0.527,0.4
0,0.527,0.418
0,0.527,0.436
0,0.527,0.455
0,0.527,0.473
0,0.527,0.491
0,0.527,0.509
0,0.527,0.527
0,0.527,0.545
0,0.527,0.564
0,0.527,0.582
0,0.527,0.6
0,0.527,0.618
0,0.527,0.636
0,0.527,0.655
0,0.527,0.673
0,0.527,0.691
0,0.527,0.709
0,0.527,0.727
0,0.527,0.745
0,0.527,0.764
0,0.527,0.782
0,0.527,0.8
0,0.527,0.818
0,0.527,0.836
0,0.527,0.855
0,0.527,0.873
0,0.527,0.891
0,0.527,0.909
0,0.527,0.927
0,0.527,0.945
0,0.527,0.964
0,0.527,0.982
1,0.545,0
0,0.545,0.018
0,0.545,0.036
0,0.545,0.055
0,0.545,0.073
0,0.545,0.091
0,0.545,0.109
0,0.545,0.127
0,0.545,0.145
0,0.545,0.164
0,0.545,0.182
0,0.545,0.2
0,0.545,0.218
0,0.545,0.236
0,0.545,0.255
0,0.545,0.273
0,0.545,0.291
0,0.545,0.309
0,0.545,0.327
0,0.545,0.345
0,0.545,0.364
0,0.545,0.382
0,0.545,0.4
0,0.545,0.418
0,0.545,0.436
0,0.545,0.455
0,0.545,0.473
0,0.545,0.491
0,0.545,0.509
0,0.545,0.527
0,0.545,0.545
0,0.545,0.564
0,0.545,0.582
0,0.545,0.6
0,0.545,0.618
0,0.545,0.636
0,0.545,0.655
0,0.545,0.673
0,0.545,0.691
0,0.545,0.709
0,0.545,0.727
0,0.545,0.745
0,0.545,0.764
0,0.545,0.782
0,0.545,0.8
0,0.545,0.818
0,0.545,0.836
0,0.545,0.855
0,0.545,0.873
0,0.545,0.891
0,0.545,0.909
0,0.545,0.927
0,0.545,0.945
0,0.545,0.964
0,0.545,0.982
1,0.564,0
0,0.564,0.018
0,0.564,0.036
0,0.564,0.055
0,0.564,0.073
0,0.564,0.091
0,0.564,0.109
0,0.564,0.127
0,0.564,0.145
0,0.564,0.164
0,0.564,0.182
0,0.564,0.2
0,0.564,0.218
0,0.564,0.236
0,0.564,0.255
0,0.564,0.273
0,0.564,0.291
0,0.564,0.309
0,0.564,0.327
0,0.564,0.345
0,0.564,0.364
0,0.564,0.382
0,0.564,0.4
0,0.564,0.418
0,0.564,0.436
0,0.564,0.455
0,0.564,0.473
0,0.564,0.491
0,0.564,0.509
0,0.564,0.527
0,0.564,0.545
0,0.564,0.564
0,0.564,0.582
0,0.564,0.6
0,0.564,0.618
0,0.564,0.636
0,0.564,0.655
0,0.564,0.673
0,0.564,0.691
0,0.564,0.709
0,0.564,0.727
0,0.564,0.745
0,0.564,0.764
0,0.564,0.782
0,0.564,0.8
0,0.564,0.818
0,0.564,0.836
0,0.564,0.855
0,0.564,0.873
0,0.564,0.891
0,0.564,0.909
0,0.564,0.927
0,0.564,0.945
0,0.564,0.964
0,0.564,0.982
1,0.582,0
0,0.582,0.018
0,0.582,0.036
0,0.582,0.055
0,0.582,0.073
0,0.582,0.091
0,0.582,0.109
0,0.582,0.127
0,0.582,0.145
0,0.582,0.164
0,0.582,0.182
0,0.582,0.2
0,0.582,0.218
0,0.582,0.236
0,0.582,0.255
0,0.582,0.273
0,0.582,0.291
0,0.582,0.309
0,0.582,0.327
0,0.582,0.345
0,0.582,0.364
0,0.582,0.382
0,0.582,0.4
0,0.582,0.418
0,0.582,0.436
0,0.582,0.455
0,0.582,0.473
0,0.582,0.491
0,0.582,0.509
0,0.582,0.527
0,0.582,0.545
0,0.582,0.564
0,0.582,0.582
0,0.582,0.6
0,0.582,0.618
0,0.582,0.636
0,0.582,0.655
0,0.582,0.673
0,0.582,0.691
0,0.582,0.709
0,0.582,0.727
0,0.582,0.745
0,0.582,0.764
0,0.582,0.782
0,0.582,0.8
0,0.582,0.818
0,0.582,0.836
0,0.582,0.855
0,0.582,0.873
0,0.582,0.891
0,0.582,0.909
0,0.582,0.927
0,0.582,0.945
0,0.582,0.964
0,0.582,0.982
1,0.6,0
0,0.6,0.018
0,0.6,0.036
0,0.6,0.055
0,0.6,0.073
0,0.6,0.091
0,0.6,0.109
0,0.6,0.127
0,0.6,0.145
0,0.6,0.164
0,0.6,0.182
0,0.6,0.2
0,0.6,0.218
0,0.6,0.236
0,0.6,0.255
0,0.6,0.273
0,0.6,0.291
0,0.6,0.309
0,0.6,0.327
0,0.6,0.345
0,0.6,0.364
0,0.6,0.382
0,0.6,0.4
0,0.6,0.418
0,0.6,0.436
0,0.6,0.455
0,0.6,0.473
0,0.6,0.491
0,0.6,0.509
0,0.6,0.527
0,0.6,0.545
0,0.6,0.564
0,0.6,0.582
0,0.6,0.6
0,0.6,0.618
0,0.6,0.636
0,0.6,0.655
0,0.6,0.673
0,0.6,0.691
0,0.6,0.709
0,0.6,0.727
0,0.6,0.745
0,0.6,0.764
0,0.6,0.782
0,0.6,0.8
0,0.6,0.818
0,0.6,0.836
0,0.6,0.855
0,0.6,0.873
0,0.6,0.891
0,0.6,0.909
0,0.6,0.927
0,0.6,0.945
0,0.6,0.964
0,0.6,0.982
1,0.618,0
0,0.618,0.018
0,0.618,0.036
0,0.618,0.055
0,0.618,0.073
0,0.618,0.091
0,0.618,0.109
0,0.618,0.127
0,0.618,0.145
0,0.618,0.164
0,0.618,0.182
0,0.618,0.2
0,0.618,0.218
0,0.618,0.236
0,0.618,0.255
0,0.618,0.273
0,0.618,0.291
0,0.618,0.309
0,0.618,0.327
0,0.618,0.345
0,0.618,0.364
0,0.618,0.382
0,0.618,0.4
0,0.618,0.418
0,0.618,0.436
0,0.618,0.455
0,0.618,0.473
0,0.618,0.491
0,0.618,0.509
0,0.618,0.527
0,0.618,0.545
0,0.618,0.564
0,0.618,0.582
0,0.618,0.6
0,0.618,0.618
0,0.618,0.636
0,0.618,0.655
0,0.618,0.673
0,0.618,0.691
0,0.618,0.709
0,0.618,0.727
0,0.618,0.745
0,0.618,0.764
0,0.618,0.782
0,0.618,0.8
0,0.618,0.818
0,0.618,0.836
0,0.618,0.855
0,0.618,0.873
0,0.618,0.891
0,0.618,0.909
0,0.618,0.927
0,0.618,0.945
0,0.618,0.964
0,0.618,0.982
0,0.636,0
0,0.636,0.018
0,0.636,0.036
0,0.636,0.055
0,0.636,0.073
0,0.636,0.091
0,0.636,0.109
0,0.636,0.127
0,0.636,0.145
0,0.636,0.164
0,0.636,0.182
0,0.636,0.2
0,0.636,0.218
0,0.636,0.236
0,0.636,0.255
0,0.636,0.273
0,0.636,0.291
0,0.636,0.309
0,0.636,0.327
0,0.636,0.345
0,0.636,0.364
0,0.636,0.382
0,0.636,0.4
0,0.636,0.418
0,0.636,0.436
0,0.636,0.455
0,0.636,0.473
0,0.636,0.491
0,0.636,0.509
0,0.636,0.527
0,0.636,0.545
0,0.636,0.564
0,0.636,0.582
0,0.636,0.6
0,0.636,0.618
0,0.636,0.636
0,0.636,0.655
0,0.636,0.673
0,0.636,0.691
0,0.636,0.709
0,0.636,0.727
0,0.636,0.745
0,0.636,0.764
0,0.636,0.782
0,0.636,0.8
0,0.636,0.818
0,0.636,0.836
0,0.636,0.855
0,0.636,0.873
0,0.636,0.891
0,0.636,0.909
0,0.636,0.927
0,0.636,0.945
0,0.636,0.964
0,0.636,0.982
0,0.655,0
0,0.655,0.018
0,0.655,0.036
0,0.655,0.055
0,0.655,0.073
0,0.655,0.091
0,0.655,0.109
0,0.655,0.127
0,0.655,0.145
0,0.655,0.164
0,0.655,0.182
0,0.655,0.2
0,0.655,0.218
0,0.655,0.236
0,0.655,0.255
0,0.655,0.273
0,0.655,0.291
0,0.655,0.309
0,0.655,0.327
0,0.655,0.345
0,0.655,0.364
0,0.655,0.382
0,0.655,0.4
0,0.655,0.418
0,0.655,0.436
0,0.655,0.455
0,0.655,0.473
0,0.655,0.491
0,0.655,0.509
0,0.655,0.527
0,0.655,0.545
0,0.655,0.564
0,0.655,0.582
0,0.655,0.6
0,0.655,0.618
0,0.655,0.636
0,0.655,0.655
0,0.655,0.673
0,0.655,0.691
0,0.655,0.709
0,0.655,0.727
0,0.655,0.745
0,0.655,0.764
0,0.655,0.782
0,0.655,0.8
0,0.655,0.818
0,0.655,0.836
0,0.655,0.855
0,0.655,0.873
0,0.655,0.891
0,0.655,0.909
0,0.655,0.927
0,0.655,0.945
0,0.655,0.964
0,0.655,0.982
1,0.673,0
1,0.673,0.018
0,0.673,0.036
0,0.673,0.055
0,0.673,0.073
0,0.673,0.091
0,0.673,0.109
0,0.673,0.127
0,0.673,0.145
0,0.673,0.164
0,0.673,0.182
0,0.673,0.2
0,0.673,0.218
0,0.673,0.236
0,0.673,0.255
0,0.673,0.273
0,0.673,0.291
0,0.673,0.309
0,0.673,0.327
0,0.673,0.345
0,0.673,0.364
0,0.673,0.382
0,0.673,0.4
0,0.673,0.418
0,0.673,0.436
0,0.673,0.455
0,0.673,0.473
0,0.673,0.491
0,0.673,0.509
0,0.673,0.527
0,0.673,0.545
0,0.673,0.564
0,0.673,0.582
0,0.673,0.6
0,0.673,0.618
0,0.673,0.636
0,0.673,0.655
0,0.673,0.673
0,0.673,0.691
0,0.673,0.709
0,0.673,0.727
0,0.673,0.745
0,0.673,0.764
0,0.673,0.782
0,0.673,0.8
0,0.673,0.818
0,0.673,0.836
0,0.673,0.855
0,0.673,0.873
0,0.673,0.891
0,0.673,0.909
0,0.673,0.927
0,0.673,0.945
0,0.673,0.964
0,0.673,0.982
1,0.691,0
1,0.691,0.018
0,0.691,0.036
0,0.691,0.055
0,0.691,0.073
0,0.691,0.091
0,0.691,0.109
0,0.691,0.127
0,0.691,0.145
0,0.691,0.164
0,0.691,0.182
0,0.691,0.2
0,0.691,0.218
0,0.691,0.236
0,0.691,0.255
0,0.691,0.273
0,0.691,0.291
0,0.691,0.309
0,0.691,0.327
0,0.691,0.345
0,0.691,0.364
0,0.691,0.382
0,0.691,0.4
0,0.691,0.418
0,0.691,0.436
0,0.691,0.455
0,0.691,0.473
0,0.691,0.491
0,0.691,0.509
0,0.691,0.527
0,0.691,0.545
0,0.691,0.564
0,0.691,0.582
0,0.691,0.6
0,0.691,0.618
0,0.691,0.636
0,0.691,0.655
0,0.691,0.673
0,0.691,0.691
0,0.691,0.709
0,0.691,0.727
0,0.691,0.745
0,0.691,0.764
0,0.691,0.782
0,0.691,0.8
0,0.691,0.818
0,0.691,0.836
0,0.691,0.855
0,0.691,0.873
0,0.691,0.891
0,0.691,0.909
0,0.691,0.927
0,0.691,0.945
0,0.691,0.964
0,0.691,0.982
1,0.709,0
1,0.709,0.018
0,0.709,0.036
0,0.709,0.055
0,0.709,0.073
0,0.709,0.091
0,0.709,0.109
0,0.709,0.127
0,0.709,0.145
0,0.709,0.164
0,0.709,0.182
0,0.709,0.2
0,0.709,0.218
0,0.709,0.236
0,0.709,0.255
0,0.709,0.273
0,0.709,0.291
0,0.709,0.309
0,0.709,0.327
0,0.709,0.345
0,0.709,0.364
0,0.709,0.382
0,0.709,0.4
0,0.709,0.418
0,0.709,0.436
0,0.709,0.455
0,0.709,0.473
0,0.709,0.491
0,0.709,0.509
0,0.709,0.527
0,0.709,0.545
0,0.709,0.564
0,0.709,0.582
0,0.709,0.6
0,0.709,0.618
0,0.709,0.636
0,0.709,0.655
0,0.709,0.673
0,0.709,0.691
0,0.709,0.709
0,0.709,0.727
0,0.709,0.745
0,0.709,0.764
0,0.709,0.782
0,0.709,0.8
0,0.709,0.818
0,0.709,0.836
0,0.709,0.855
0,0.709,0.873
0,0.709,0.891
0,0.709,0.909
0,0.709,0.927
0,0.709,0.945
0,0.709,0.964
0,0.709,0.982
1,0.727,0
1,0.727,0.018
1,0.727,0.036
1,0.727,0.055
1,0.727,0.073
1,0.727,0.091
1,0.727,0.109
0,0.727,0.127
0,0.727,0.145
0,0.727,0.164
0,0.727,0.182
0,0.727,0.2
0,0.727,0.218
0,0.727,0.236
0,0.727,0.255
0,0.727,0.273
0,0.727,0.291
0,0.727,0.309
0,0.727,0.327
0,0.727,0.345
0,0.727,0.364
0,0.727,0.382
0,0.727,0.4
0,0.727,0.418
0,0.727,0.436
0,0.727,0.455
0,0.727,0.473
0,0.727,0.491
0,0.727,0.509
0,0.727,0.527
0,0.727,0.545
0,0.727,0.564
0,0.727,0.582
0,0.727,0.6
0,0.727,0.618
0,0.727,0.636
0,0.727,0.655
0,0.727,0.673
0,0.727,0.691
0,0.727,0.709
0,0.727,0.727
0,0.727,0.745
0,0.727,0.764
0,0.727,0.782
0,0.727,0.8
0,0.727,0.818
0,0.727,0.836
0,0.727,0.855
0,0.727,0.873
0,0.727,0.891
0,0.727,0.909
0,0.727,0.927
0,0.727,0.945
0,0.727,0.964
0,0.727,0.982
1,0.745,0
1,0.745,0.018
1,0.745,0.036
1,0.745,0.055
1,0.745,0.073
0,0.745,0.091
0,0.745,0.109
0,0.745,0.127
0,0.745,0.145
0,0.745,0.164
0,0.745,0.182
0,0.745,0.2
0,0.745,0.218
0,0.745,0.236
0,0.745,0.255
0,0.745,0.273
0,0.745,0.291
0,0.745,0.309
0,0.745,0.327
0,0.745,0.345
0,0.745,0.364
0,0.745,0.382
0,0.745,0.4
0,0.745,0.418
0,0.745,0.436
0,0.745,0.455
0,0.745,0.473
0,0.745,0.491
0,0.745,0.509
0,0.745,0.527
0,0.745,0.545
0,0.745,0.564
0,0.745,0.582
0,0.745,0.6
0,0.745,0.618
0,0.745,0.636
0,0.745,0.655
0,0.745,0.673
0,0.745,0.691
0,0.745,0.709
0,0.745,0.727
0,0.745,0.745
0,0.745,0.764
0,0.745,0.782
0,0.745,0.8
0,0.745,0.818
0,0.745,0.836
0,0.745,0.855
0,0.745,0.873
0,0.745,0.891
0,0.745,0.909
0,0.745,0.927
0,0.745,0.945
0,0.745,0.964
0,0.745,0.982
1,0.764,0
1,0.764,0.018
0,0.764,0.036
0,0.764,0.055
0,0.764,0.073
0,0.764,0.091
0,0.764,0.109
0,0.764,0.127
0,0.764,0.145
0,0.764,0.164
0,0.764,0.182
0,0.764,0.2
0,0.764,0.218
0,0.764,0.236
0,0.764,0.255
0,0.764,0.273
0,0.764,0.291
0,0.764,0.309
0,0.764,0.327
0,0.764,0.345
0,0.764,0.364
0,0.764,0.382
0,0.764,0.4
0,0.764,0.418
0,0.764,0.436
0,0.764,0.455
0,0.764,0.473
0,0.764,0.491
0,0.764,0.509
0,0.764,0.527
0,0.764,0.545
0,0.764,0.564
0,0.764,0.582
0,0.764,0.6
0,0.764,0.618
0,0.764,0.636
0,0.764,0.655
0,0.764,0.673
0,0.764,0.691
0,0.764,0.709
0,0.764,0.727
0,0.764,0.745
0,0.764,0.764
0,0.764,0.782
0,0.764,0.8
0,0.764,0.818
0,0.764,0.836
0,0.764,0.855
0,0.764,0.873
0,0.764,0.891
0,0.764,0.909
0,0.764,0.927
0,0.764,0.945
0,0.764,0.964
0,0.764,0.982
1,0.782,0
1,0.782,0.018
1,0.782,0.036
1,0.782,0.055
1,0.782,0.073
1,0.782,0.091
0,0.782,0.109
0,0.782,0.127
0,0.782,0.145
0,0.782,0.164
0,0.782,0.182
0,0.782,0.2
0,0.782,0.218
0,0.782,0.236
0,0.782,0.255
0,0.782,0.273
0,0.782,0.291
0,0.782,0.309
0,0.782,0.327
0,0.782,0.345
0,0.782,0.364
0,0.782,0.382
0,0.782,0.4
0,0.782,0.418
0,0.782,0.436
0,0.782,0.455
0,0.782,0.473
0,0.782,0.491
0,0.782,0.509
0,0.782,0.527
0,0.782,0.545
0,0.782,0.564
0,0.782,0.582
0,0.782,0.6
0,0.782,0.618
0,0.782,0.636
0,0.782,0.655
0,0.782,0.673
0,0.782,0.691
0,0.782,0.709
0,0.782,0.727
0,0.782,0.745
0,0.782,0.764
0,0.782,0.782
0,0.782,0.8
0,0.782,0.818
0,0.782,0.836
0,0.782,0.855
0,0.782,0.873
0,0.782,0.891
0,0.782,0.909
0,0.782,0.927
0,0.782,0.945
0,0.782,0.964
0,0.782,0.982
1,0.8,0
1,0.8,0.018
0,0.8,0.036
0,0.8,0.055
0,0.8,0.073
0,0.8,0.091
0,0.8,0.109
0,0.8,0.127
0,0.8,0.145
0,0.8,0.164
0,0.8,0.182
0,0.8,0.2
0,0.8,0.218
0,0.8,0.236
0,0.8,0.255
0,0.8,0.273
0,0.8,0.291
0,0.8,0.309
0,0.8,0.327
0,0.8,0.345
0,0.8,0.364
0,0.8,0.382
0,0.8,0.4
0,0.8,0.418
0,0.8,0.436
0,0.8,0.455
0,0.8,0.473
0,0.8,0.491
0,0.8,0.509
0,0.8,0.527
0,0.8,0.545
0,0.8,0.564
0,0.8,0.582
0,0.8,0.6
0,0.8,0.618
0,0.8,0.636
0,0.8,0.655
0,0.8,0.673
0,0.8,0.691
0,0.8,0.709
0,0.8,0.727
0,0.8,0.745
0,0.8,0.764
0,0.8,0.782
0,0.8,0.8
0,0.8,0.818
0,0.8,0.836
0,0.8,0.855
0,0.8,0.873
0,0.8,0.891
0,0.8,0.909
0,0.8,0.927
0,0.8,0.945
0,0.8,0.964
0,0.8,0.982
1,0.818,0
1,0.818,0.018
1,0.818,0.036
0,0.818,0.055
0,0.818,0.073
0,0.818,0.091
0,0.818,0.109
0,0.818,0.127
0,0.818,0.145
0,0.818,0.164
0,0.818,0.182
0,0.818,0.2
0,0.818,0.218
0,0.818,0.236
0,0.818,0.255
0,0.818,0.273
0,0.818,0.291
0,0.818,0.309
0,0.818,0.327
0,0.818,0.345
0,0.818,0.364
0,0.818,0.382
0,0.818,0.4
0,0.818,0.418
0,0.818,0.436
0,0.818,0.455
0,0.818,0.473
0,0.818,0.491
0,0.818,0.509
0,0.818,0.527
0,0.818,0.545
0,0.818,0.564
0,0.818,0.582
0,0.818,0.6
0,0.818,0.618
0,0.818,0.636
0,0.818,0.655
0,0.818,0.673
0,0.818,0.691
0,0.818,0.709
0,0.818,0.727
0,0.818,0.745
0,0.818,0.764
0,0.818,0.782
0,0.818,0.8
0,0.818,0.818
0,0.818,0.836
0,0.818,0.855
0,0.818,0.873
0,0.818,0.891
0,0.818,0.909
0,0.818,0.927
0,0.818,0.945
0,0.818,0.964
0,0.818,0.982
1,0.836,0
1,0.836,0.018
0,0.836,0.036
0,0.836,0.055
0,0.836,0.073
0,0.836,0.091
0,0.836,0.109
0,0.836,0.127
0,0.836,0.145
0,0.836,0.164
0,0.836,0.182
0,0.836,0.2
0,0.836,0.218
0,0.836,0.236
0,0.836,0.255
0,0.836,0.273
0,0.836,0.291
0,0.836,0.309
0,0.836,0.327
0,0.836,0.345
0,0.836,0.364
0,0.836,0.382
0,0.836,0.4
0,0.836,0.418
0,0.836,0.436
0,0.836,0.455
0,0.836,0.473
0,0.836,0.491
0,0.836,0.509
0,0.836,0.527
0,0.836,0.545
0,0.836,0.564
0,0.836,0.582
0,0.836,0.6
0,0.836,0.618
0,0.836,0.636
0,0.836,0.655
0,0.836,0.673
0,0.836,0.691
0,0.836,0.709
0,0.836,0.727
0,0.836,0.745
0,0.836,0.764
0,0.836,0.782
0,0.836,0.8
0,0.836,0.818
0,0.836,0.836
0,0.836,0.855
0,0.836,0.873
0,0.836,0.891
0,0.836,0.909
0,0.836,0.927
0,0.836,0.945
0,0.836,0.964
0,0.836,0.982
1,0.855,0
1,0.855,0.018
0,0.855,0.036
0,0.855,0.055
0,0.855,0.073
0,0.855,0.091
0,0.855,0.109
0,0.855,0.127
0,0.855,0.145
0,0.855,0.164
0,0.855,0.182
0,0.855,0.2
0,0.855,0.218
0,0.855,0.236
0,0.855,0.255
0,0.855,0.273
0,0.855,0.291
0,0.855,0.309
0,0.855,0.327
0,0.855,0.345
0,0.855,0.364
0,0.855,0.382
0,0.855,0.4
0,0.855,0.418
0,0.855,0.436
0,0.855,0.455
0,0.855,0.473
0,0.855,0.491
0,0.855,0.509
0,0.855,0.527
0,0.855,0.545
0,0.855,0.564
0,0.855,0.582
0,0.855,0.6
0,0.855,0.618
0,0.855,0.636
0,0.855,0.655
0,0.855,0.673
0,0.855,0.691
0,0.855,0.709
0,0.855,0.727
0,0.855,0.745
0,0.855,0.764
0,0.855,0.782
0,0.855,0.8
0,0.855,0.818
0,0.855,0.836
0,0.855,0.855
0,0.855,0.873
0,0.855,0.891
0,0.855,0.909
0,0.855,0.927
0,0.855,0.945
0,0.855,0.964
0,0.855,0.982
1,0.873,0
1,0.873,0.018
0,0.873,0.036
0,0.873,0.055
0,0.873,0.073
0,0.873,0.091
0,0.873,0.109
0,0.873,0.127
0,0.873,0.145
0,0.873,0.164
0,0.873,0.182
0,0.873,0.2
0,0.873,0.218
0,0.873,0.236
0,0.873,0.255
0,0.873,0.273
0,0.873,0.291
0,0.873,0.309
0,0.873,0.327
0,0.873,0.345
0,0.873,0.364
0,0.873,0.382
0,0.873,0.4
0,0.873,0.418
0,0.873,0.436
0,0.873,0.455
0,0.873,0.473
0,0.873,0.491
0,0.873,0.509
0,0.873,0.527
0,0.873,0.545
0,0.873,0.564
0,0.873,0.582
0,0.873,0.6
0,0.873,0.618
0,0.873,0.636
0,0.873,0.655
0,0.873,0.673
0,0.873,0.691
0,0.873,0.709
0,0.873,0.727
0,0.873,0.745
0,0.873,0.764
0,0.873,0.782
0,0.873,0.8
0,0.873,0.818
0,0.873,0.836
0,0.873,0.855
0,0.873,0.873
0,0.873,0.891
0,0.873,0.909
0,0.873,0.927
0,0.873,0.945
0,0.873,0.964
0,0.873,0.982
1,0.891,0
1,0.891,0.018
0,0.891,0.036
0,0.891,0.055
0,0.891,0.073
0,0.891,0.091
0,0.891,0.109
0,0.891,0.127
0,0.891,0.145
0,0.891,0.164
0,0.891,0.182
0,0.891,0.2
0,0.891,0.218
0,0.891,0.236
0,0.891,0.255
0,0.891,0.273
0,0.891,0.291
0,0.891,0.309
0,0.891,0.327
0,0.891,0.345
0,0.891,0.364
0,0.891,0.382
0,0.891,0.4
0,0.891,0.418
0,0.891,0.436
0,0.891,0.455
0,0.891,0.473
0,0.891,0.491
0,0.891,0.509
0,0.891,0.527
0,0.891,0.545
0,0.891,0.564
0,0.891,0.582
0,0.891,0.6
0,0.891,0.618
0,0.891,0.636
0,0.891,0.655
0,0.891,0.673
0,0.891,0.691
0,0.891,0.709
0,0.891,0.727
0,0.891,0.745
0,0.891,0.764
0,0.891,0.782
0,0.891,0.8
0,0.891,0.818
0,0.891,0.836
0,0.891,0.855
0,0.891,0.873
0,0.891,0.891
0,0.891,0.909
0,0.891,0.927
0,0.891,0.945
0,0.891,0.964
0,0.891,0.982
1,0.909,0
0,0.909,0.018
0,0.909,0.036
0,0.909,0.055
0,0.909,0.073
0,0.909,0.091
0,0.909,0.109
0,0.909,0.127
0,0.909,0.145
0,0.909,0.164
0,0.909,0.182
0,0.909,0.2
0,0.909,0.218
0,0.909,0.236
0,0.909,0.255
0,0.909,0.273
0,0.909,0.291
0,0.909,0.309
0,0.909,0.327
0,0.909,0.345
0,0.909,0.364
0,0.909,0.382
0,0.909,0.4
0,0.909,0.418
0,0.909,0.436
0,0.909,0.455
0,0.909,0.473
0,0.909,0.491
0,0.909,0.509
0,0.909,0.527
0,0.909,0.545
0,0.909,0.564
0,0.909,0.582
0,0.909,0.6
0,0.909,0.618
0,0.909,0.636
0,0.909,0.655
0,0.909,0.673
0,0.909,0.691
0,0.909,0.709
0,0.909,0.727
0,0.909,0.745
0,0.909,0.764
0,0.909,0.782
0,0.909,0.8
0,0.909,0.818
0,0.909,0.836
0,0.909,0.855
0,0.909,0.873
0,0.909,0.891
0,0.909,0.909
0,0.909,0.927
0,0.909,0.945
0,0.909,0.964
0,0.909,0.982
1,0.927,0
0,0.927,0.018
0,0.927,0.036
0,0.927,0.055
0,0.927,0.073
0,0.927,0.091
0,0.927,0.109
0,0.927,0.127
0,0.927,0.145
0,0.927,0.164
0,0.927,0.182
